study_accession	sample_accession	experiment_accession	run_accession	scientific_name	library_name	nominal_length	library_source	read_count	study_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias
PRJEB12000	SAMEA3696445	ERX1236485	ERR1163078	metagenome	CTD1200_RNA	290	METATRANSCRIPTOMIC	881720	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	58419501;59720654	c7fa2cf46b72408816a220d9da9a0da4;a7848ec6a75e90c6479f7245a9ddee84	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163078/ERR1163078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163078/ERR1163078_2.fastq.gz	CTD1200_RNA
PRJEB12000	SAMEA3696445	ERX1236486	ERR1163079	metagenome	CTD1200_RNA	290	METATRANSCRIPTOMIC	956324	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	62497217;63358427	50b61a2d23444389d18d9854cb1fb6d6;2d91fbcdbfc5802ad6d5acbbad3eee0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163079/ERR1163079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163079/ERR1163079_2.fastq.gz	CTD1200_RNA
PRJEB12000	SAMEA3696445	ERX1236487	ERR1163080	metagenome	CTD1200_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	349061778;352127698	0993004e13c737fe99c8d1328e3cb532;eeee0bb5c4f7051ed652b7b989383d83	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163080/ERR1163080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163080/ERR1163080_2.fastq.gz	CTD1200_RNA
PRJEB12000	SAMEA3696445	ERX1236488	ERR1163081	metagenome	CTD1200_RNA	290	METATRANSCRIPTOMIC	2920861	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	257373314;260054791	1b5bb9d17fa28d4cff018e2b50fe9cb3;2905220496d8bc0b6beb6aa8e66c198f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163081/ERR1163081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163081/ERR1163081_2.fastq.gz	CTD1200_RNA
PRJEB12000	SAMEA3696446	ERX1236489	ERR1163082	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	248242189;247835020	983515f11243b68fda96f6626f58a9d3;23a113565db79b36f6c8ee6b899571ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163082/ERR1163082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163082/ERR1163082_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236490	ERR1163083	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	246300733;246612006	a1370b2195592842baab71144bf7b478;3584790cd87f083c103a4c3d36f11f61	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163083/ERR1163083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163083/ERR1163083_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236491	ERR1163084	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	247201035;248197019	464def9461f8da90f8755e9e82ff016c;d5c6186db546d7e8322d52cafca3afde	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163084/ERR1163084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163084/ERR1163084_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236492	ERR1163085	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	2030131	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	125847011;127388863	2891ec8c7ca04e23fa0407bc241205be;39a1432e3cb2089b7e1677941b0ae15e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163085/ERR1163085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163085/ERR1163085_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236493	ERR1163086	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	1719198	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	104879498;104832021	4e5295e34370c1a7d694f849de164c37;20b166945fb7982250ca455ab9d514d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163086/ERR1163086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163086/ERR1163086_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236494	ERR1163087	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	328553977;329187567	826b9a0884581c55d4a6d20161c366ea;363c347b8b831aa2e376d5f8625898d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163087/ERR1163087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163087/ERR1163087_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236495	ERR1163088	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	331149869;330711160	9ae5abe0aaebb53be2e2d3104f326725;5f7e36637c562e1dff1e7400c9da3ec9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163088/ERR1163088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163088/ERR1163088_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236496	ERR1163089	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	333387547;334030104	b56c5e27c65844902355c33039bf35e0;65824ff7475cbf02f231865d19e71bea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163089/ERR1163089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163089/ERR1163089_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236497	ERR1163090	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	332233374;333056711	fe2613c4353eb5925955b6d27f8476a0;779a9e71009013090a41dc540698e276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163090/ERR1163090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163090/ERR1163090_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236498	ERR1163091	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	334447202;337031663	10edc5d25eee862c50616f011f7cae5c;f23b7b417faa68e550f4091662636ecf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163091/ERR1163091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163091/ERR1163091_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236499	ERR1163092	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	332391422;329252297	927deaa166dadc2bde465d974fbad20e;2d28ddb46305682f4dcbca5f9f5a78e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163092/ERR1163092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163092/ERR1163092_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236500	ERR1163093	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	328600109;329484792	d020418e76c9ccfec8be9e295e284aad;7c78ec8b7fd9f9dece733bfea48aaeec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163093/ERR1163093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163093/ERR1163093_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696446	ERX1236501	ERR1163094	metagenome	FS906_Marker113_DNA	290	METAGENOMIC	1970103	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	170567135;171454726	7e83b28cd503253caa44bf0f6fe65ffa;4a32609b1dfaa27cc76fff66a823efa0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163094/ERR1163094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163094/ERR1163094_2.fastq.gz	FS906_Marker113_DNA
PRJEB12000	SAMEA3696447	ERX1236502	ERR1163095	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	227452500;224551625	cdc3324d644bf2e1ea762a8ca6e7fa73;0f979b28dcf027b8dd5317e4a909f7b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163095/ERR1163095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163095/ERR1163095_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236503	ERR1163096	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	226690237;225705658	5c3e653955d3235a5db93aeb37de5afd;9201fd9fc8830c9988e936a32114f438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163096/ERR1163096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163096/ERR1163096_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236504	ERR1163097	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	1224457	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	70088641;70580568	ad3e4c22a25b323ee5ab0599cba6d736;fcbb032d7158dc666ba0edcc4d610e74	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163097/ERR1163097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163097/ERR1163097_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236505	ERR1163098	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	1812776	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	101117186;99878646	302c980850a24324f21b1021b0806dba;ba3a6959b56b3872f9ae199a24846f9f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163098/ERR1163098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163098/ERR1163098_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236506	ERR1163099	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	305176960;304083722	4bf7b4ef05b1b92715626e19e1dea4d4;bcfc3c6c348ca870442bc2acde6b226e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163099/ERR1163099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163099/ERR1163099_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236507	ERR1163100	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	307876891;306397557	532ad24a7b0b8ca629296dfe2ca2ad96;fdcf6e3ec4fe9331120a2195929583b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163100/ERR1163100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163100/ERR1163100_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236508	ERR1163101	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	305695028;304767089	349ad187dffcf4e82dd9e88b1dd8076f;451e8c496c45e0f664169359cea6f6cc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163101/ERR1163101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163101/ERR1163101_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236509	ERR1163102	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	311327023;309718605	3d05f8503d9ce01985e826aa71f753da;a69314558dc71b32c7a33d4c2382edb9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163102/ERR1163102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163102/ERR1163102_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236510	ERR1163103	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	309711271;309992052	43cc015b39088277c7712bed8bdef158;bf1a084e49883ab6042e8c85d44d7831	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163103/ERR1163103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163103/ERR1163103_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696447	ERX1236511	ERR1163104	metagenome	FS906_Marker113_RNA	290	METATRANSCRIPTOMIC	36682	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	3091223;3090067	fb14160ad5f019c64edef2d2254d7455;4f810b4fb6e8629a695e770c28699839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163104/ERR1163104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163104/ERR1163104_2.fastq.gz	FS906_Marker113_RNA
PRJEB12000	SAMEA3696448	ERX1236512	ERR1163105	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	252328636;252241493	74cfd18d9ec9809a3cffafeefac66b55;6264745ca7dcca3fe182d978c6a935e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163105/ERR1163105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163105/ERR1163105_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236513	ERR1163106	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	250118687;250910018	d9be69a545ba3661f73c1d8ab1441790;39d364f93c7b3656274d92176c1c1d9c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163106/ERR1163106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163106/ERR1163106_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236514	ERR1163107	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	250798755;252979412	257432150f851c023ccfa32db4c8613e;38fc8178050cebec72043a637739a09d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163107/ERR1163107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/007/ERR1163107/ERR1163107_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236515	ERR1163108	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	1388576	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	87859209;88661455	6303bbba11343c176d130af9f54abe34;9b4a029cd80c94351a787ddaa41bb025	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163108/ERR1163108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/008/ERR1163108/ERR1163108_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236516	ERR1163109	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	2229339	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	137798983;138026439	b35b48d74b6ea299d3eb3a9b46674558;de126c40fa10d09720efb815610407a1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163109/ERR1163109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/009/ERR1163109/ERR1163109_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236517	ERR1163110	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	334028428;334384738	0963daa919f8fc138c9338eab0a02a59;59d9810e8f86a712438bdfef75d3946a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163110/ERR1163110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/000/ERR1163110/ERR1163110_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236518	ERR1163111	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336952234;336067023	7ea6316bfd2498dda0f297db98407ebb;b295dd3bbb5f96fc2adfe06f8dce3b5d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163111/ERR1163111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/001/ERR1163111/ERR1163111_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236519	ERR1163112	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	340358014;340633204	ee94af9465b67ec24d73acae7128c723;375ae77514086015f8a36b414c35cb11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163112/ERR1163112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/002/ERR1163112/ERR1163112_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236520	ERR1163113	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	339257527;339671096	3b95083c5feb75859c0b6454f20c22ab;27104b6d031320ca30a584085804bd32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163113/ERR1163113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/003/ERR1163113/ERR1163113_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236521	ERR1163114	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	338032054;339810261	60b8eb91c88282880ddf14c842f1acad;66ad507a7624a297b50a8f5a60bc6e67	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163114/ERR1163114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/004/ERR1163114/ERR1163114_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236522	ERR1163115	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336806533;334927158	83eaeb025fa70ef341de1445721395c2;5aa06e561779194958183880bf0f3ac4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163115/ERR1163115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1163115/ERR1163115_2.fastq.gz	FS907_Anemone_DNA
PRJEB12000	SAMEA3696448	ERX1236523	ERR1163116	metagenome	FS907_Anemone_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2014	336093870;336418893	709870bf1b6f7a8cd7d681290ca7b680;76e3f23cf23101a0e322189c9bf782ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163116/ERR1163116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/006/ERR1163116/ERR1163116_2.fastq.gz	FS907_Anemone_DNA
