"","sample_names.1.","Phylum","Class","Order","Family","Genus","Species","SUM"
"13","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Thiovulaceae_unclassified",NA,1
"14","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Caminibacter",NA,51
"15","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Nautilia",NA,2
"16","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Nautiliaceae_unclassified",NA,37
"17","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","uncultured",NA,3
"18","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified",NA,86886
"19","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified",NA,1258
"20","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus",NA,85557
"21","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcaceae_unclassified",NA,74
"22","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanothermococcus",NA,6
"23","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanotorris",NA,365
"24","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcales_unclassified","Methanococcales_unclassified",NA,568
"25","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcaceae_unclassified",NA,1
"26","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,1
"27","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria_fa","Candidatus_Nomurabacteria_ge",NA,1
"28","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Phragmoplastophyta","Embryophyta","Liliopsida","Poales_fa","Hordeum",NA,14
"29","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge",NA,17
"30","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,1
"31","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified",NA,1
"32","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Roseateles",NA,1
"33","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",NA,1
"34","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,2
"35","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",NA,3
"36","FS903_80_13H_CCTCGG_L002_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Petrotogales","Petrotogaceae","Marinitoga",NA,2
"37","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified",NA,1
"38","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriales_unclassified","Corynebacteriales_unclassified",NA,2
"39","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardiaceae_unclassified",NA,1
"40","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna",NA,4
"41","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Micrococcales","Micrococcales_unclassified","Micrococcales_unclassified",NA,2
"42","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA,10
"43","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacteriaceae_unclassified",NA,3
"44","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified",NA,3
"45","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Aquificales","Aquificaceae","Aquifex",NA,19
"46","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Aquificales","Aquificaceae","Aquificaceae_unclassified",NA,39
"47","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified",NA,25574
"48","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Balnearium",NA,3904
"49","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacteriaceae_unclassified",NA,2057684
"50","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacterium",NA,1671523
"51","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Thermovibrio",NA,1018612
"52","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified",NA,2074
"53","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Asgardaeota","Lokiarchaeia","Lokiarchaeia_or","Lokiarchaeia_fa","Lokiarchaeia_ge",NA,1
"54","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",NA,68015
"55","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified",NA,4
"56","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17_ge",NA,5
"57","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Chlamydiae","Chlamydiae","Chlamydiales","Simkaniaceae","Simkaniaceae_unclassified",NA,5
"58","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcales_unclassified","Desulfurococcales_unclassified",NA,5
"59","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Desulfurococcales","Ignicoccaceae","Ignicoccus",NA,1
"60","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Thermoproteales","Thermofilaceae","Thermofilum",NA,2
"61","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacterales_unclassified","Campylobacterales_unclassified",NA,29
"62","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Nitratiruptoraceae","Hydrogenimonas",NA,42
"63","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Nitratiruptoraceae","Nitratiruptoraceae_unclassified",NA,66
"64","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas",NA,31
"65","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Nautiliales","Nautiliaceae","Caminibacter",NA,19
"66","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified",NA,96352
"67","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobaceae_unclassified",NA,5294
"68","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus",NA,33686
"69","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus",NA,8
"70","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Geoglobus",NA,7
"71","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","uncultured",NA,4
"72","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified",NA,3738
"73","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus",NA,989
"74","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcaceae_unclassified",NA,19224
"75","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus",NA,1
"76","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanothermococcus",NA,2
"77","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanotorris",NA,868396
"78","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcales_unclassified","Methanococcales_unclassified",NA,1282
"79","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Palaeococcus",NA,16070
"80","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus",NA,223
"81","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcaceae_unclassified",NA,32220
"82","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,91600
"83","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococci_unclassified","Thermococci_unclassified","Thermococci_unclassified",NA,4
"84","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcaceae_unclassified",NA,1
"85","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA,6
"86","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge",NA,10
"87","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Microgenomatia","Candidatus_Levybacteria","Candidatus_Levybacteria_fa","Candidatus_Levybacteria_ge",NA,1
"88","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","Candidatus_Woesebacteria_fa","Candidatus_Woesebacteria_ge",NA,1
"89","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Adlerbacteria","Candidatus_Adlerbacteria_fa","Candidatus_Adlerbacteria_ge",NA,2
"90","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria_fa","Candidatus_Kaiserbacteria_ge",NA,2
"91","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified",NA,7
"92","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified",NA,1
"93","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","Saccharimonadaceae_ge",NA,5
"94","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Phragmoplastophyta","Embryophyta","Embryophyta_unclassified","Embryophyta_unclassified","Embryophyta_unclassified",NA,1
"95","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA,2
"96","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,4
"97","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae_unclassified",NA,4
"98","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge",NA,5
"99","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified",NA,5
"100","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified",NA,3
"101","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermodesulfobacteriaceae_unclassified",NA,1
"102","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Betaproteobacteriales_unclassified","Betaproteobacteriales_unclassified",NA,3
"103","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,6
"104","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified",NA,24
"105","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Curvibacter",NA,4
"106","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pelomonas",NA,3
"107","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",NA,13
"108","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",NA,2
"109","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio",NA,3
"110","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified",NA,1
"111","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",NA,1
"112","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,1
"113","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified",NA,1
"114","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,3
"115","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","Thiomicrospiraceae_unclassified",NA,1
"116","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,1
"117","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",NA,6
"118","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Thermosulfidibacteraeota","Thermosulfidibacteria","Thermosulfidibacterales","Thermosulfidibacteraceae","Thermosulfidibacter",NA,4
"119","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogae_unclassified","Thermotogae_unclassified","Thermotogae_unclassified",NA,24
"120","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga",NA,32
"121","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotogaceae_unclassified",NA,2
"122","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogales_unclassified","Thermotogales_unclassified",NA,28
"123","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Vertebrata","Mammalia","Mammalia_or","Mammalia_fa","Mammalia_ge",NA,5
"124","FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132","Vertebrata","Vertebrata_unclassified","Vertebrata_unclassified","Vertebrata_unclassified","Vertebrata_unclassified",NA,1
"125","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified",NA,2
"126","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1",NA,1
"127","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardiaceae_unclassified",NA,1
"128","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus",NA,1
"129","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA,3
"130","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified",NA,3085
"131","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Aquificales","Aquificaceae","Aquifex",NA,13676
"132","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Aquificales","Aquificaceae","Aquificaceae_unclassified",NA,38409
"133","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Aquificales","Aquificales_unclassified","Aquificales_unclassified",NA,1060
"134","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae","Hydrogenothermales","Hydrogenothermaceae","Persephonella",NA,1
"135","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified",NA,21127
"136","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Balnearium",NA,571
"137","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacteriaceae_unclassified",NA,379330
"138","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacterium",NA,152773
"139","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Thermovibrio",NA,148056
"140","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified",NA,2124
"141","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillaceae_unclassified",NA,1
"142","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Ascomycota","Eurotiomycetes","Eurotiales","Eurotiales_unclassified","Eurotiales_unclassified",NA,1
"143","LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",NA,85391
