sample_names[1]	Phylum	Class	Order	Family	Genus	Species	SUM
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		989
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcaceae_unclassified		19224
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus		2
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanotorris		868396
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcales_unclassified	Methanococcales_unclassified		1282
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus		16070
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus		223
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcaceae_unclassified		32220
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus		91600
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Thermococci	Thermococci_unclassified	Thermococci_unclassified	Thermococci_unclassified		4
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcaceae_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina		6
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria_fa	Candidatus_Peribacteria_ge		10
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Microgenomatia	Candidatus_Levybacteria	Candidatus_Levybacteria_fa	Candidatus_Levybacteria_ge		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Candidatus_Woesebacteria_fa	Candidatus_Woesebacteria_ge		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Parcubacteria	Candidatus_Adlerbacteria	Candidatus_Adlerbacteria_fa	Candidatus_Adlerbacteria_ge		2
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria_fa	Candidatus_Kaiserbacteria_ge		2
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified		7
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae_ge		5
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Phragmoplastophyta	Embryophyta	Embryophyta_unclassified	Embryophyta_unclassified	Embryophyta_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		2
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium		4
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae_unclassified		4
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria_ge		5
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae_unclassified		5
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified		3
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacteriaceae_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Betaproteobacteriales_unclassified	Betaproteobacteriales_unclassified		3
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia		6
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderiaceae_unclassified		24
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Curvibacter		4
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pelomonas		3
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia		13
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Variovorax		2
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio		3
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		3
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospiraceae_unclassified		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas		1
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified		6
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Thermosulfidibacteraeota	Thermosulfidibacteria	Thermosulfidibacterales	Thermosulfidibacteraceae	Thermosulfidibacter		4
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogae_unclassified	Thermotogae_unclassified	Thermotogae_unclassified		24
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga		32
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotogaceae_unclassified		2
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogales	Thermotogales_unclassified	Thermotogales_unclassified		28
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Vertebrata	Mammalia	Mammalia_or	Mammalia_fa	Mammalia_ge		5
FS904_13H_80_CCTCGG_L007_trim_paired_merged_rRNA.nr_v132	Vertebrata	Vertebrata_unclassified	Vertebrata_unclassified	Vertebrata_unclassified	Vertebrata_unclassified		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified		2
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardiaceae_unclassified		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium		3
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Aquificae	Aquificae_unclassified	Aquificae_unclassified	Aquificae_unclassified		3085
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex		13676
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquificaceae_unclassified		38409
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Aquificae	Aquificales	Aquificales_unclassified	Aquificales_unclassified		1060
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Persephonella		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Aquificae_unclassified	Aquificae_unclassified	Aquificae_unclassified	Aquificae_unclassified		21127
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Balnearium		571
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacteriaceae_unclassified		379330
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium		152773
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio		148056
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified		2124
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillaceae_unclassified		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Ascomycota	Eurotiomycetes	Eurotiales	Eurotiales_unclassified	Eurotiales_unclassified		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified		85391
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17_ge		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Basidiomycota	Agaricomycetes	Agaricomycetes_unclassified	Agaricomycetes_unclassified	Agaricomycetes_unclassified		4
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Basidiomycota	Basidiomycota_unclassified	Basidiomycota_unclassified	Basidiomycota_unclassified	Basidiomycota_unclassified		2
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia		1
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcales_unclassified	Desulfurococcales_unclassified		2
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignicoccaceae	Ignicoccus		2
LVWS2_TP1_13H_CCTTCA_L007_trim_paired_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium		5
