sample_names[1]	Phylum	Class	Order	Family	Genus	Species	SUM
FS891_RNA_merged_rRNA.nr_v132	Aquificae	Aquificae_unclassified	Aquificae_unclassified	Aquificae_unclassified	Aquificae_unclassified		718
FS891_RNA_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacteriaceae_unclassified		6209
FS891_RNA_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium		757
FS891_RNA_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio		1546
FS891_RNA_merged_rRNA.nr_v132	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified		4290
FS891_RNA_merged_rRNA.nr_v132	Arthropoda	Arthropoda_unclassified	Arthropoda_unclassified	Arthropoda_unclassified	Arthropoda_unclassified		128
FS891_RNA_merged_rRNA.nr_v132	Arthropoda	Malacostraca	Eucarida_or	Eucarida_fa	Eucarida_ge		48
FS891_RNA_merged_rRNA.nr_v132	Arthropoda	Maxillopoda	Calanoida	Calanoida_fa	Calanoida_ge		840
FS891_RNA_merged_rRNA.nr_v132	Arthropoda	Maxillopoda	Cyclopoida	Cyclopoida_fa	Cyclopoida_ge		1
FS891_RNA_merged_rRNA.nr_v132	Arthropoda	Maxillopoda	Harpacticoida	Harpacticoida_fa	Harpacticoida_ge		5
FS891_RNA_merged_rRNA.nr_v132	Arthropoda	Maxillopoda	Maxillopoda_unclassified	Maxillopoda_unclassified	Maxillopoda_unclassified		303
FS891_RNA_merged_rRNA.nr_v132	Ascomycota	Ascomycota_unclassified	Ascomycota_unclassified	Ascomycota_unclassified	Ascomycota_unclassified		2
FS891_RNA_merged_rRNA.nr_v132	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_unclassified	Pleosporales_unclassified		4
FS891_RNA_merged_rRNA.nr_v132	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillaceae_unclassified		19
FS891_RNA_merged_rRNA.nr_v132	Ascomycota	Eurotiomycetes	Eurotiales	Eurotiales_unclassified	Eurotiales_unclassified		26
FS891_RNA_merged_rRNA.nr_v132	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces		26
FS891_RNA_merged_rRNA.nr_v132	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Trichocomaceae_unclassified		1
FS891_RNA_merged_rRNA.nr_v132	Asgardaeota	Asgardaeota_unclassified	Asgardaeota_unclassified	Asgardaeota_unclassified	Asgardaeota_unclassified		80
FS891_RNA_merged_rRNA.nr_v132	Asgardaeota	Heimdallarchaeia	Heimdallarchaeia_or	Heimdallarchaeia_fa	Heimdallarchaeia_ge		35
FS891_RNA_merged_rRNA.nr_v132	Asgardaeota	Odinarchaeia	Odinarchaeia_or	Odinarchaeia_fa	Odinarchaeia_ge		48
FS891_RNA_merged_rRNA.nr_v132	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified		71152
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified		104
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified		676
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2_ge		231
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17_ge		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Ika33	Ika33_ge		10
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	LKC2.127-25	LKC2.127-25_ge		17
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilaceae_unclassified		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum		293
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	uncultured		69
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga		253
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Marinilabiliaceae_unclassified		70
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium		143
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacteraceae_ge		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacteraceae_unclassified		111
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus		71
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidetes_VC2.1_Bac22	Bacteroidetes_VC2.1_Bac22_fa	Bacteroidetes_VC2.1_Bac22_ge		891
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified		4583
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagales_unclassified	Chitinophagales_unclassified		21
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira		50
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella		2
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas		25
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_unclassified		100
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured		41
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	Amoebophilaceae_unclassified		17
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified		96
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum		83
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured		20
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified		152
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia		5
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomicaceae_unclassified		10
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix		18
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group		152
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured		67
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceibacter		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified		361
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas		73
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maritimimonas		31
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda		23
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group		2
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group		23
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter		39
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum		6
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured		84
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_unclassified	Flavobacteriales_unclassified		360
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NS7_marine_group_ge		25
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_ge		1101
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksellaceae_unclassified		8
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	KD3-93_ge		40
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae_ge		102
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		6
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae_unclassified		1
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_unclassified	Sphingobacteriales_unclassified		31
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Ignavibacteria	Ignavibacteria_unclassified	Ignavibacteria_unclassified	Ignavibacteria_unclassified		11
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_unclassified	Ignavibacteriales_unclassified		124
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7		228
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacteraceae_unclassified		21
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Ignavibacteria	OPB56	OPB56_fa	OPB56_ge		80
FS891_RNA_merged_rRNA.nr_v132	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured		28
FS891_RNA_merged_rRNA.nr_v132	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia		1
FS891_RNA_merged_rRNA.nr_v132	BRC1	BRC1_cl	BRC1_or	BRC1_fa	BRC1_ge		1
FS891_RNA_merged_rRNA.nr_v132	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum		1050
FS891_RNA_merged_rRNA.nr_v132	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	SM23-31		1
FS891_RNA_merged_rRNA.nr_v132	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified		146
FS891_RNA_merged_rRNA.nr_v132	Cercozoa	Phytomyxea	Phytomyxea_or	Phytomyxea_fa	Plasmodiophora		29
FS891_RNA_merged_rRNA.nr_v132	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified		7
FS891_RNA_merged_rRNA.nr_v132	Chlamydiae	Chlamydiae_unclassified	Chlamydiae_unclassified	Chlamydiae_unclassified	Chlamydiae_unclassified		27
FS891_RNA_merged_rRNA.nr_v132	Chlamydiae	LD1-PA32	LD1-PA32_or	LD1-PA32_fa	LD1-PA32_ge		1
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineae_unclassified	Anaerolineae_unclassified	Anaerolineae_unclassified		871
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified		409
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16		3
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix		1
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea		7113
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured		18
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured_ge		33
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured		13
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	SBR1031	SBR1031_fa	SBR1031_ge		39
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	SJA-15	SJA-15_fa	SJA-15_ge		518
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified		300
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified		91
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_fa	SAR202_clade_ge		7751
FS891_RNA_merged_rRNA.nr_v132	Chloroflexi	KD4-96	KD4-96_or	KD4-96_fa	KD4-96_ge		21
FS891_RNA_merged_rRNA.nr_v132	Chlorophyta_ph	Chlorophyta_ph_unclassified	Chlorophyta_ph_unclassified	Chlorophyta_ph_unclassified	Chlorophyta_ph_unclassified		27
FS891_RNA_merged_rRNA.nr_v132	Chlorophyta_ph	Mamiellophyceae	Mamiellales	Mamiellales_fa	Mamiellales_fa_unclassified		2
FS891_RNA_merged_rRNA.nr_v132	Choanoflagellida	Acanthoecida	Stephanoecidae	Stephanoecidae_fa	Marine_Choanoflagellates_1		7
FS891_RNA_merged_rRNA.nr_v132	Choanoflagellida	Choanoflagellida_unclassified	Choanoflagellida_unclassified	Choanoflagellida_unclassified	Choanoflagellida_unclassified		2
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified		35
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Conthreep	Conthreep_unclassified	Conthreep_unclassified		422
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Dexiotricha		67
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Homalogastra		9
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Oligohymenophorea_unclassified		1477
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Pseudocohnilembus		36
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Conthreep	Phyllopharyngea	Phyllopharyngea_unclassified		2
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Intramacronucleata_unclassified	Intramacronucleata_unclassified	Intramacronucleata_unclassified		915
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	Choreotrichia_unclassified		43
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Choreotrichia	uncultured		113
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Euplotia	Euplotia_unclassified		21
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	Holosticha		241
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	Hypotrichia_unclassified		31
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Oligotrichia_unclassified		6
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Spirostrombidium		7
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidium		6
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Intramacronucleata	Spirotrichea	Spirotrichea_unclassified	Spirotrichea_unclassified		582
FS891_RNA_merged_rRNA.nr_v132	Ciliophora	Postciliodesmatophora	Heterotrichea	Heterotrichea_fa	Condylostoma		3
FS891_RNA_merged_rRNA.nr_v132	Cloacimonetes	Cloacimonadia	Cloacimonadales	Cloacimonadales_unclassified	Cloacimonadales_unclassified		45
FS891_RNA_merged_rRNA.nr_v132	Cloacimonetes	Cloacimonadia	Cloacimonadales	MSBL8	MSBL8_ge		24
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Cnidaria_unclassified	Cnidaria_unclassified	Cnidaria_unclassified	Cnidaria_unclassified		67
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Hydrozoa	Anthoathecata	Anthoathecata_fa	Anthoathecata_ge		3
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Hydrozoa	Hydrozoa_unclassified	Hydrozoa_unclassified	Hydrozoa_unclassified		590
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Hydrozoa	Leptothecata	Leptothecata_fa	Leptothecata_ge		109
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Hydrozoa	Narcomedusae	Narcomedusae_fa	Narcomedusae_ge		25
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Hydrozoa	Siphonophorae	Siphonophorae_fa	Siphonophorae_ge		149
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Hydrozoa	Trachymedusae	Trachymedusae_fa	Trachymedusae_ge		30
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Scyphozoa	Rhizostomeae	Rhizostomeae_fa	Rhizostomeae_ge		5
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Scyphozoa	Scyphozoa_unclassified	Scyphozoa_unclassified	Scyphozoa_unclassified		3868
FS891_RNA_merged_rRNA.nr_v132	Cnidaria	Scyphozoa	Semaeostomeae	Semaeostomeae_fa	Semaeostomeae_ge		4283
FS891_RNA_merged_rRNA.nr_v132	Coprothermobacteraeota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter		131
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Crenarchaeota_Incertae_Sedis	Aigarchaeales	Caldiarchaeaceae	Candidatus_Caldiarchaeum		33
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Crenarchaeota_Incertae_Sedis	Aigarchaeales	Terrestrial_Hot_Spring_Gp(THSCG)	Terrestrial_Hot_Spring_Gp(THSCG)_ge		1
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Crenarchaeota_unclassified	Crenarchaeota_unclassified	Crenarchaeota_unclassified	Crenarchaeota_unclassified		65
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Acidilobaceae_unclassified		40
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Aeropyrum		189
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcales_unclassified	Desulfurococcales_unclassified		346
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignicoccaceae	Ignicoccus		125
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignisphaeraceae	Ignisphaeraceae_unclassified		8
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignisphaeraceae	uncultured		23
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium		302
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum		3
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteales_unclassified	Thermoproteales_unclassified		26
FS891_RNA_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Thermoprotei_unclassified	Thermoprotei_unclassified	Thermoprotei_unclassified		207
FS891_RNA_merged_rRNA.nr_v132	Ctenophora	Ctenophora_unclassified	Ctenophora_unclassified	Ctenophora_unclassified	Ctenophora_unclassified		8
