sample_names[1]	Phylum	Class	Order	Family	Genus	Species	SUM
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		6
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales		NA	NA	13
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		573
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae		NA	28584
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus		137
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus		91598
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanotorris		5
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae		NA	3
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Firmicutes	Clostridia	Clostridiales		NA	NA	12
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3		NA	12
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Caloranaerobacter		90
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Firmicutes	Clostridia	Clostridiales	Family_XI	Ezakiella		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae		NA	1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Patescibacteria	Parcubacteria		NA	NA	NA	1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria		NA	NA	NA	NA	38
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria		NA	NA	NA	1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		NA	2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria_ge		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria		NA	NA	NA	21
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfobacterales		NA	NA	2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		NA	7
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		NA	17
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus		13
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Dissulfurimicrobium		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfofervidales	Desulfofervidaceae	Candidatus_Desulfofervidus		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfovibrionales		NA	NA	83
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae		NA	43
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonauticus		12
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfothermus		9
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovermiculus		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfuromonadales		NA	NA	2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Syntrophobacterales		NA	NA	1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae		NA	5
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Caldimicrobium		4
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria		NA	NA	NA	24
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		NA	4
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		NA	1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		NA	3
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		12
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas		1
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae		NA	NA	NA	74
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga		3
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae		NA	671
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga		20764
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogales		NA	NA	5
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho		2
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae		NA	3
FS903_55_13H_CCTTCA_L002_trim_paired_merged_rRNA.nr_v132	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	B276-D12		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriales_unclassified	Corynebacteriales_unclassified		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae_unclassified		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Aquificae	Aquificae_unclassified	Aquificae_unclassified	Aquificae_unclassified	Aquificae_unclassified		3
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Balnearium		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacteriaceae_unclassified		27
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium		21
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Aquificae	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified		8
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Asgardaeota	Asgardaeota_unclassified	Asgardaeota_unclassified	Asgardaeota_unclassified	Asgardaeota_unclassified		3
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified		221552
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidetes_VC2.1_Bac22	Bacteroidetes_VC2.1_Bac22_fa	Bacteroidetes_VC2.1_Bac22_ge		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineae_unclassified	Anaerolineae_unclassified	Anaerolineae_unclassified		8
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured_ge		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured		5
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Chloroflexi	Anaerolineae	SBR1031	SBR1031_fa	SBR1031_ge		3
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Cloacimonetes	Cloacimonadia	Cloacimonadales	Cloacimonadales_unclassified	Cloacimonadales_unclassified		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Cloacimonetes	Cloacimonadia	Cloacimonadales	MSBL8	MSBL8_ge		4
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Crenarchaeota	Crenarchaeota_unclassified	Crenarchaeota_unclassified	Crenarchaeota_unclassified	Crenarchaeota_unclassified		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcales_unclassified	Desulfurococcales_unclassified		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Crenarchaeota	Thermoprotei	Thermoprotei_unclassified	Thermoprotei_unclassified	Thermoprotei_unclassified		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Dependentiae	Babeliae	Babeliales	Babeliales_unclassified	Babeliales_unclassified		3
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter		437
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Campylobacterales_Incertae_Sedis	Thiofractor		7
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Campylobacterales_unclassified	Campylobacterales_unclassified		334036
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	CH8-1-BAC	CH8-1-BAC_ge		1
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter		8
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacteraceae_unclassified		3
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	uncultured		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Nitratiruptoraceae	Hydrogenimonas		336085
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Nitratiruptoraceae	Nitratiruptor		2741
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Nitratiruptoraceae	Nitratiruptoraceae_unclassified		537711
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	P6-b51	P6-b51_ge		246
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum		37
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Sulfurovaceae	Nitratifractor		70
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovaceae_unclassified		126
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum		99
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas		369
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Thiovulaceae_unclassified		2
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Campylobacteria_unclassified	Campylobacteria_unclassified	Campylobacteria_unclassified		44641
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Nautiliales	Nautiliaceae	Caminibacter		4161582
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Nautiliales	Nautiliaceae	Lebetimonas		3569
LVWS4_55_TP1_13H_GGACCC_L004_trim_paired_merged_rRNA.nr_v132	Epsilonbacteraeota	Campylobacteria	Nautiliales	Nautiliaceae	Nautilia		17412
